TeamID,Timestamp,Packet,State,Altitude,Pressure,Temp,Voltage,Lat,Lon,Sats,BNO_qi,BNO_qj,BNO_qk,BNO_qr,SHT_Temp,SHT_Hum,BME_Press,BME_Temp,BME_Hum,BME_Gas,BME_IAQ,BMP_Press,BMP_Temp,ADS_V
1234,2025-09-30 12:02:26,73,LANDED,302.38,901.79,-6.53,3.37,12.962602,77.594211,14,0.7202,-0.9546,-0.8666,0.3717,13.22,52.66,869.42,19.18,74.92,17673,60,901.49,29.56,1.645
1234,2025-09-30 12:02:28,74,LANDED,972.4,876.43,26.3,3.0,12.963779,77.598122,6,-0.6771,-0.7447,-0.7438,0.7736,33.59,40.5,813.55,17.04,32.63,23022,200,1001.79,20.27,4.503
1234,2025-09-30 12:02:30,75,LANDED,714.84,984.92,-4.63,4.02,12.980781,77.604544,8,0.027,0.8306,0.9075,-0.3334,-3.19,20.13,900.58,3.43,54.21,24702,208,800.39,-4.69,4.394
1234,2025-09-30 12:02:32,76,LANDED,475.67,984.45,-5.63,3.81,12.970914,77.589474,12,0.1386,-0.3204,0.9167,0.1642,13.14,70.04,887.46,-5.56,67.03,24373,4,1010.54,32.13,1.528
1234,2025-09-30 12:02:34,77,ASCENT,927.47,909.37,14.91,3.27,12.963134,77.597292,9,-0.4016,-0.4539,0.1137,-0.1249,-4.73,76.41,972.64,30.72,35.96,11408,99,992.35,34.89,2.546
1234,2025-09-30 12:02:36,78,ASCENT,438.01,885.17,3.41,3.43,12.98117,77.593156,8,-0.4664,0.0939,-0.1355,0.0689,0.5,49.06,996.66,1.17,55.09,34173,497,849.32,25.83,3.028
1234,2025-09-30 12:02:38,79,LANDED,984.95,1000.57,17.99,3.97,12.963869,77.593605,10,-0.915,-0.6226,-0.6092,0.7074,13.86,44.25,953.53,16.93,86.21,14356,442,1007.02,31.53,1.68
1234,2025-09-30 12:02:40,80,IDLE,516.29,823.22,-7.4,3.28,12.979755,77.591548,7,0.1025,-0.0346,-0.4682,0.5432,21.71,56.0,861.85,33.81,38.42,38961,212,883.51,34.37,1.419
1234,2025-09-30 12:02:42,81,DESCENT,660.81,836.04,13.58,4.12,12.962625,77.587705,8,0.6056,0.6268,-0.5556,0.7243,37.19,45.49,836.83,31.86,63.68,35537,45,908.04,33.85,2.655
1234,2025-09-30 12:02:44,82,IDLE,631.72,828.72,-1.08,3.1,12.963021,77.59818,9,0.8642,-0.5334,-0.7606,-0.9063,5.74,82.75,821.33,6.75,73.24,41403,297,973.29,10.28,1.611
1234,2025-09-30 12:02:46,83,IDLE,225.15,847.44,32.61,3.09,12.968887,77.586978,13,0.0335,0.0348,-0.617,0.0456,7.26,27.06,817.66,-0.94,89.81,43553,263,931.12,12.46,0.103
1234,2025-09-30 12:02:48,84,DESCENT,206.9,901.87,15.63,3.86,12.980615,77.586337,6,-0.234,-0.4399,-0.7949,0.1494,24.8,75.21,906.13,9.52,78.12,32139,255,979.83,8.74,3.662
1234,2025-09-30 12:02:50,85,LANDED,373.86,938.34,16.2,3.66,12.969565,77.588853,9,-0.5147,0.5778,-0.2978,-0.5051,10.15,71.56,984.3,8.72,47.92,38114,207,811.16,19.83,0.234
1234,2025-09-30 12:02:52,86,IDLE,648.31,978.1,7.4,3.33,12.966512,77.587921,5,0.2616,-0.4347,0.7079,-0.6714,-8.05,44.26,851.68,-9.95,21.08,35035,298,905.29,16.22,1.396
1234,2025-09-30 12:02:54,87,ASCENT,993.2,843.35,35.74,4.09,12.977774,77.60372,13,-0.1156,-0.5288,0.9402,-0.1373,21.16,57.23,819.0,7.67,82.45,25149,33,843.99,-1.02,4.203
1234,2025-09-30 12:02:56,88,IDLE,137.17,926.3,-6.56,3.11,12.964118,77.595091,9,0.1852,-0.767,0.1137,0.3087,27.8,74.84,934.9,4.26,42.84,44086,371,806.13,-3.42,0.876
1234,2025-09-30 12:02:58,89,LANDED,329.85,870.07,22.85,4.08,12.963783,77.588264,8,-0.0064,0.0927,0.5816,-0.5092,12.12,41.11,938.2,38.09,67.47,31935,397,888.64,1.13,2.233
1234,2025-09-30 12:03:00,90,DESCENT,741.14,983.49,-0.86,4.12,12.972182,77.585865,12,0.268,0.2938,0.8659,-0.2345,-9.56,38.6,879.8,2.71,69.86,42453,414,817.1,12.33,2.585
1234,2025-09-30 12:03:02,91,LANDED,220.15,906.57,-8.42,3.32,12.967382,77.590766,13,0.6023,0.7336,-0.9858,0.9752,-1.96,36.92,925.4,9.41,40.5,34986,100,996.92,12.26,3.903
1234,2025-09-30 12:03:04,92,IDLE,492.05,1007.94,14.66,3.65,12.972863,77.596222,7,0.827,0.3491,0.8142,0.536,24.13,55.16,816.09,20.48,73.81,12588,105,889.99,-1.96,2.249
1234,2025-09-30 12:03:06,93,DESCENT,943.79,948.55,22.41,3.29,12.976787,77.595925,14,-0.8896,-0.2063,-0.1758,0.3277,39.0,29.68,952.79,29.62,21.54,38530,214,869.99,38.38,3.575
1234,2025-09-30 12:03:08,94,LANDED,568.81,839.81,29.96,4.19,12.966422,77.588677,10,-0.7468,0.8331,-0.4427,-0.455,-7.48,64.49,982.63,5.71,39.61,46105,466,828.7,30.02,3.797
1234,2025-09-30 12:03:10,95,LANDED,755.55,989.87,39.39,3.87,12.965339,77.5915,15,-0.7209,0.9249,0.6843,0.4596,25.72,50.1,904.36,22.63,23.29,39718,116,917.95,0.81,4.59
1234,2025-09-30 12:03:12,96,ASCENT,581.33,952.04,36.25,3.89,12.965257,77.586953,15,-0.6264,0.8804,-0.9883,0.9727,24.94,52.35,1014.9,16.93,55.26,30900,248,861.37,0.17,1.071
1234,2025-09-30 12:03:14,97,ASCENT,306.22,896.02,6.2,3.58,12.974175,77.588661,10,0.1885,-0.3723,0.5939,-0.8456,-5.9,76.03,893.11,20.78,61.08,42863,489,908.04,13.23,3.478
1234,2025-09-30 12:03:16,98,ASCENT,128.32,961.12,15.39,4.15,12.965654,77.590044,7,-0.5524,-0.9338,0.4202,-0.6172,-1.69,49.47,830.68,31.48,57.7,27985,461,809.9,26.6,3.576
1234,2025-09-30 12:03:18,99,ASCENT,882.67,849.32,15.46,3.25,12.979263,77.594988,10,-0.1279,0.438,0.3073,0.0419,23.11,83.58,823.61,27.69,20.67,23538,400,844.57,12.04,0.132
1234,2025-09-30 12:03:20,100,LANDED,420.85,844.14,-0.96,3.84,12.975995,77.592532,5,-0.6219,-0.6583,-0.7041,0.9743,2.54,38.4,889.78,34.44,28.05,32499,436,804.6,22.64,0.757
1234,2025-09-30 12:03:22,101,DESCENT,999.64,923.32,-4.22,3.37,12.970212,77.585059,15,0.2082,0.184,-0.2819,-0.1266,1.72,52.39,839.59,4.46,36.15,37264,185,920.09,19.9,2.404
1234,2025-09-30 12:03:24,102,ASCENT,722.73,980.0,29.89,3.94,12.979516,77.602292,12,-0.6254,-0.5802,-0.3326,0.8195,-6.79,75.74,908.18,-5.7,57.07,17758,213,974.34,36.26,1.647
1234,2025-09-30 12:03:26,103,ASCENT,206.07,938.35,-6.28,4.03,12.977293,77.592387,7,-0.7399,0.315,0.9425,0.3443,35.15,29.68,966.58,-5.88,38.0,16405,56,1007.99,17.06,0.978
1234,2025-09-30 12:03:28,104,ASCENT,457.41,939.98,20.58,3.6,12.970024,77.596558,15,0.0149,0.306,0.8724,0.5267,-8.85,61.52,808.24,4.63,40.37,38872,193,905.58,22.32,2.949
1234,2025-09-30 12:03:30,105,LANDED,681.58,879.39,14.65,3.29,12.980843,77.600776,9,-0.0941,-0.3632,-0.1596,0.1345,3.46,35.39,961.16,33.26,73.2,28294,197,862.86,9.13,4.267
1234,2025-09-30 12:03:32,106,LANDED,926.19,891.59,26.79,4.07,12.970653,77.595372,12,-0.2405,-0.9209,-0.6642,0.3091,-4.68,81.24,1004.21,-2.16,73.47,14003,29,978.35,5.68,4.161
1234,2025-09-30 12:03:34,107,LANDED,514.67,1003.1,-7.3,4.13,12.965964,77.588861,10,0.9853,-0.0628,0.7019,0.1846,15.22,28.84,841.51,18.64,29.55,16205,298,998.44,35.12,3.189
1234,2025-09-30 12:03:36,108,LANDED,124.07,890.46,39.77,3.7,12.979148,77.603877,7,0.2882,-0.7909,0.4346,0.3608,2.84,64.89,924.57,21.33,66.45,41402,79,843.18,-7.89,4.852
1234,2025-09-30 12:03:38,109,ASCENT,959.13,873.62,14.33,3.63,12.966922,77.588916,8,-0.7426,0.1503,0.2033,-0.6021,-9.24,42.15,969.26,3.03,57.02,11616,117,898.84,24.67,3.896
1234,2025-09-30 12:03:40,110,ASCENT,164.3,866.96,-6.27,3.12,12.97823,77.59876,7,0.6773,-0.037,-0.1311,-0.9273,28.88,65.54,931.89,29.75,55.58,25728,462,926.28,21.74,3.15
1234,2025-09-30 12:03:42,111,LANDED,710.1,922.97,31.1,3.87,12.979235,77.5892,5,0.4116,0.1967,-0.7775,0.7714,22.53,89.25,826.59,34.02,23.66,43268,305,893.63,-9.99,1.446
1234,2025-09-30 12:03:44,112,DESCENT,407.03,988.47,39.91,3.09,12.962469,77.587968,7,0.1641,0.3552,-0.4576,-0.1296,-9.54,41.13,881.28,10.47,52.93,43220,89,1006.07,11.76,3.846
1234,2025-09-30 12:03:46,113,ASCENT,456.22,887.44,22.69,3.89,12.977576,77.591163,5,-0.2739,0.0323,-0.7847,0.3191,19.49,24.27,815.0,11.61,81.85,25931,424,951.82,9.97,4.791
1234,2025-09-30 12:03:48,114,DESCENT,650.85,833.83,6.76,3.05,12.968045,77.592765,5,0.6306,-0.4283,0.2417,-0.7914,5.31,77.94,987.87,13.02,59.33,43018,301,802.55,-8.27,4.026
1234,2025-09-30 12:03:50,115,IDLE,814.58,814.92,24.51,4.07,12.97885,77.589092,5,-0.7565,-0.1462,0.5405,0.7263,39.13,78.78,887.71,19.16,75.69,34534,458,974.02,26.42,1.476
1234,2025-09-30 12:03:52,116,IDLE,651.94,1005.07,8.48,3.88,12.966808,77.602363,6,-0.5319,-0.5185,-0.8102,0.7748,-7.12,77.22,831.33,13.35,66.34,22991,220,902.8,23.96,0.645
1234,2025-09-30 12:03:54,117,IDLE,680.76,820.73,20.01,3.34,12.975971,77.603459,12,0.287,-0.9224,-0.1633,0.8078,-1.04,27.48,939.05,26.61,22.46,42872,433,856.19,37.29,4.209
1234,2025-09-30 12:03:56,118,IDLE,521.25,1014.17,-8.17,4.13,12.973227,77.603926,9,0.6834,0.8381,0.6364,0.5704,8.82,24.7,911.16,24.53,76.28,27247,39,994.82,-9.27,1.271
1234,2025-09-30 12:03:58,119,LANDED,834.17,960.61,11.81,3.63,12.96436,77.595378,5,-0.7173,0.6776,0.7393,0.0469,11.53,36.84,973.05,4.4,64.65,44146,317,977.55,31.39,2.361
1234,2025-09-30 12:04:00,120,LANDED,801.69,857.17,21.58,3.81,12.966125,77.602351,12,0.1241,0.603,0.1141,0.1592,9.68,65.94,820.23,32.73,46.86,42994,314,863.56,1.86,0.287
1234,2025-09-30 12:04:02,121,DESCENT,760.6,834.51,23.23,3.48,12.972772,77.596784,5,0.9982,-0.7666,-0.5927,-0.7641,7.62,45.52,924.67,17.44,47.9,30911,449,895.8,1.15,0.332
1234,2025-09-30 12:04:04,122,DESCENT,419.78,977.6,-3.69,3.17,12.967227,77.589593,14,-0.2048,0.0829,-0.5073,-0.1017,37.29,57.12,939.47,27.41,35.7,13427,307,823.31,16.72,3.865
1234,2025-09-30 12:04:06,123,LANDED,623.68,984.94,-0.36,3.07,12.96631,77.596277,6,-0.621,-0.4075,-0.829,-0.4676,9.68,72.75,848.53,37.26,38.99,43762,497,991.92,33.75,4.214
